msg,dummy_label
hello ,0.987631805819008
+35799892224,0.987631805819008
 спасибо!,0.987631805819008
привет.,0.987631805819008
hi guys,0.987631805819008
сегодня смотрел его,0.987631805819008
/ban пшелнах,0.987631805819008
**mandarin park: новое высотное здание в лимассоле **в районе гермасойя возведут элитный небоскреб. [https://dom.com.cy/live/digest-63766](https://dom.com.cy/live/digest-63766/?utm_source=telegram),0.5771688628184096
**на кипре продлили налоговые льготы при реструктуризации необслуживаемых кредитов** до какого числа проблемные заемщики получили послабления? [https://dom.com.cy/live/digest-63770](https://dom.com.cy/live/digest-63770/?utm_source=telegram),0.5730674488653609
"**полуостров акамас: забытый рай на кипре ** особенности региона, плюсы и минусы покупки недвижимости. [https://dom.com.cy/live/lifehacks-63910](https://dom.com.cy/live/lifehacks-63910/?utm_source=telegram)",0.5598855335158963
**район пейя в пафосе вскоре кардинально преобразится** в регионе реализуется масса важных инфраструктурных проектов. https://dom.com.cy/live/digest-57332/,0.4826968086278463
**подавляющее большинство зданий лимассола расположено в сейсмоопасной зоне** опасно ли это для жителей города? https://dom.com.cy/live/digest-63892/?utm_source=telegram,0.4821707224055412
**объект желания на кипре: апартаменты с шикарным видом на море** что скрывают фасады высотных жилых комплексов премиум-класса на побережье? https://dom.com.cy/live/lifehacks-63487/?utm_source=telegram,0.4725766100817556
"**в лимассоле завершилось строительство здания для absolute institute of technical education **стоимость проекта оценивается в 8,5 млн евро. https://dom.com.cy/live/digest-63948/?utm_source=telegram",0.47022274386507473
**в планы субсидирования процентных ставок на кипре внесли изменения** как это отразится на заемщиках? https://dom.com.cy/live/digest-57981/,0.4398000882273205
**недвижимость на кипре продолжает расти в цене** кипрское отделение rics опубликовало свежий отчет об изменениях «индекса цен на недвижимость кипра». (статистика за 3 квартал 2022 года) https://dom.com.cy/live/digest-63943/?utm_source=telegram,0.43541523152646106
**хюгге для вашего дома на кипре: как создать скандинавский уют?** воплощаем северную философию в жарком климате. https://dom.com.cy/live/lifehacks-57517/,0.4252354136795956
**внедрение цифровых технологий на кипре проходит очень медленно **почему страна сильно отстает по темпам перехода на цифровой формат? https://dom.com.cy/live/digest-57384/,0.41210174914751124
**индекс цен производителей в промышленности на кипре бьет рекорды** какие показатели были зафиксированы в июне в стране? (статистика) https://dom.com.cy/live/digest-57401/,0.40998326723418504
**на кипре дорожает жилье для студентов** сколько стоит аренда студенческой квартиры на острове афродиты? https://dom.com.cy/live/digest-56903/,0.4020002699361996
**квартиры-студии на кипре: основные преимущества и недостатки** 8 объективных плюсов и всего 3 минуса. https://dom.com.cy/live/lifehacks-57546/,0.4003791468917491
**на кипре рекордно вырос спрос на установку фотоэлектрических панелей** жители острова активно пытаются сократить свои расходы на электричество. https://dom.com.cy/live/digest-57247/,0.39520653710243075
**на кипре утвердили налоговые льготы для высококвалифицированных иностранных специалистов** парламент кипра одобрил важные поправки в «закон о подоходном налоге». https://dom.com.cy/live/digest-56974/,0.38473702788783976
**береговую линию айя-напы полностью модернизируют** департамент охраны окружающей среды кипра выдал разрешение на реновацию прибрежной части города. https://dom.com.cy/live/digest-57447/,0.3740247159527975
"**покупка недвижимости — приоритетное направление для инвестиций на кипре** почему купить квартиру для сдачи в аренду выгоднее, чем открыть депозитный счет в банке? https://dom.com.cy/live/digest-57812/",0.36988451906258324
**европейский центральный банк впервые за 11 лет повысил базовую процентную ставку** как это отразится на кипре? https://dom.com.cy/live/digest-57203/,0.3670356623533235
"**кухня на кипре: как избежать основных ошибок при планировании?** восемь основных ошибок планирования кухни на кипре и лучшие лайфхаки, позволяющие их избежать. https://dom.com.cy/live/lifehacks-57314/",0.35970461590693936
**муниципалитет ларнаки получил первые заявки на застройку прибрежной зоны декелия** какие объекты появятся на месте бывших нефтехранилищ? https://dom.com.cy/live/digest-57919/,0.3587357297152776
**на кипре растет количество предложений на краткосрочную аренду жилья через airbnb** рынок посуточной аренды оправился от пандемии? https://dom.com.cy/live/digest-57950/,0.3505859884965805
**американская it-компания tangome inc. откроет офис в лимассоле** на остров релоцируют более 100 сотрудников. https://dom.com.cy/live/digest-57196/,0.34805149818253983
**правительство кипра выдаст субсидии желающим купить недвижимость в центре никосии** на какую денежную сумму смогут рассчитывать бенефициары? https://dom.com.cy/live/digest-57802/,0.34634017783887844
**как сделать прихожую в квартире на кипре: 7 идей** интересные интерьерные решения для квартиры на кипре. https://dom.com.cy/live/lifehacks-56973/,0.3436359297586154
"**на кипре расширили критерии участия в госпрограмме по установке фотоэлектрических систем и теплоизоляции крыш** кабинет министров утвердил новый список граждан, которые смогут воспользоваться льготами. https://dom.com.cy/live/digest-57963/",0.3418699747922139
**недвижимость в лимассоле пользуется большой популярностью у инвесторов** в какую категорию жилья чаще всего инвестируют покупатели? https://dom.com.cy/live/digest-57761/,0.3348311001117064
**кипр вошел в топ-5 стран с самыми высокими процентными ставками по ипотечным кредитам в еврозоне** на какой строчке рейтинга разместился остров афродиты? https://dom.com.cy/live/digest-57702/,0.3345686537608043
**в деле о «золотых» паспортах кипра появились новые фигуранты **генеральный прокурор подал жалобу в суд на четырех человек. https://dom.com.cy/live/digest-56977/,0.3334188531523872
**sunmar tower: новый небоскреб в лимассоле** в городе появится очередная высотка. https://dom.com.cy/live/digest-57259/,0.32991258829106807
**хроники кипрской саги о паспортах. часть 36** аудиторская служба кипра обнародовала результаты своего расследования скандального дела с «золотыми» паспортами. https://dom.com.cy/live/digest-57936/,0.3287776582198457
**работа над грандиозным проектом minthis в пафосе близится к завершению** практически все жилые объекты в комплексе сданы в эксплуатацию. https://dom.com.cy/live/digest-57600/,0.32659775512531236
**кипр вошел в тройку популярных стран для покупки зарубежной недвижимости у российских инвесторов** на какой строчке рейтинга разместился остров афродиты? https://dom.com.cy/live/digest-57091/,0.32603166292418884
**цены на покупку и аренду магазинов на кипре стабилизировались** стоимость коммерческой недвижимости по городам острова. https://dom.com.cy/live/digest-56964/,0.32354836452212304
**здание бывшей гимназии фанеромени в никосии преобразуют в факультет архитектуры университета кипра** на реновацию здания потратят 7 млн евро. https://dom.com.cy/live/digest-57422/,0.3207614716815632
**муниципальный бассейн никосии закрывается на ремонт** когда начинается масштабная реновация спортивного комплекса? https://dom.com.cy/live/digest-57589/,0.3179828106025416
**ion tower: новая коммерческая высотка в ларнаке** в прибрежном городе началось строительство современного бизнес-центра. https://dom.com.cy/live/digest-57899/,0.31746274201788316
**старый стадион gsp в никосии обретает новую форму** реконструкция столичного спортивного объекта продвигается по установленному графику. (фото) https://dom.com.cy/live/digest-57598/,0.31671529046825025
**на кипре снова продлили мораторий на продажи залоговой недвижимости** проблемные заемщики получили новую отсрочку. https://dom.com.cy/live/digest-56978/,0.3152143145744986
**на кипре снизились активы инвестфондов** комиссия по ценным бумагам и биржам опубликовала статистику за первый квартал 2022 года. https://dom.com.cy/live/digest-56953/,0.31385626641164777
**paralimni marina — новая жемчужина юго-восточной части кипра** строительство масштабной пристани в паралимни идет с опережением графика. https://dom.com.cy/live/digest-57657/,0.3137048119621608
**киприоты начали экономить на строительстве домов** сколько жители кипра готовы платить за новое жилье? https://dom.com.cy/live/digest-57844/,0.3112608113446527
**в айя-напе открывается новая 4-звездочная гостиница atlantica sungarden park** когда роскошный отель примет первых постояльцев? https://dom.com.cy/live/digest-57497/,0.31105111614076597
**в никосии 9 жилых зданий признаны непригодными для жизни ** муниципалитет города провел очередную проверку столичной недвижимости. https://dom.com.cy/live/digest-57176/,0.3052996216596509
**президент кипра поддержал мораторий на продажу залогового имущества в стране** проблемные заемщики получили отсрочку до конца октября. https://dom.com.cy/live/digest-57926/,0.30491451325294505
**на кипре появится современный завод по производству молочных продуктов** стоимость проекта оценивается в 40 млн евро. https://dom.com.cy/live/digest-57324/,0.3039032172743748
**владельцам квартир в трех жилых комплексах ларнаки выдали титулы на недвижимость** о каких проектах идет речь? https://dom.com.cy/live/digest-57590/,0.3033250145191394
**пафос и лимассол — самые популярные города для покупки недвижимости на кипре у зарубежных инвесторов** граждане третьих стран активно скупают жилье на острове афродиты. (статистика за июль 2022 года) https://dom.com.cy/live/digest-57551/,0.30233975786518824
**на кипре снизилось количество выданных лицензий на строительство** статистическая служба обнародовала данные за май 2022 года. (статистика) https://dom.com.cy/live/digest-57759/,0.3015739243693123
**на кипре выросли процентные ставки по кредитам** ставки по депозитам остались на прежнем уровне. (статистика за июнь 2022 года) https://dom.com.cy/live/digest-57472/,0.30150812182708453
"**на чем можно и нельзя экономить при ремонте старого дома или квартиры на кипре? ** советы, которые позволят вам сэкономить массу времени и денег. https://dom.com.cy/live/lifehacks-57893/",0.3006546402953659
**revolut будет оказывать криптовалютные услуги с нового центра на кипре** британская финансовая технологическая компания получила разрешение кипрской комиссии по ценным бумагам и биржам (cysec) на расширение своей деятельности в европейской экономической зоне. https://dom.com.cy/live/digest-57830/,0.29927935412303525
**счетная палата кипра завершила расследование скандального дела с «золотыми» паспортами **когда будет обнародован отчет ведомства? https://dom.com.cy/live/digest-57294/,0.29838989582357917
**в лимасcоле построят renaissance** стоимость проекта оценивается в 40 млн евро. https://dom.com.cy/live/digest-57383/,0.29721985008205265
**индекс цен производителей в строительстве на кипре бьет рекорды** может ли это стать предвестником очередного роста цен на недвижимость? https://dom.com.cy/live/digest-56924/,0.29679522070670006
dom.com.cy,0.29595261589160315
**на кипре появится первая частная электростанция** стоимость проекта оценивается в 200 млн евро. https://dom.com.cy/live/digest-57519/,0.29595162788255686
"**в реновацию частного госпиталя lito в паралимни вложат 1,5 млн евро** департамент охраны окружающей среды кипра одобрил проект модернизации больницы. https://dom.com.cy/live/digest-57846/",0.29409768931835806
**radisson beach resort: роскошный отель в ларнаке** в городе готовится к открытию новая 5-звездочная гостиница. (фото) https://dom.com.cy/live/digest-57689/,0.293790940528294
**как получить визитерскую визу на кипре? инструкция и новые правила **https://youtu.be/onnxf5ufbey,0.29181080403519355
**марина лимассола — уникальное место для покупки недвижимости на кипре** у заинтересованных покупателей остался последний шанс обзавестись элитным жильем в престижном комплексе у моря. https://dom.com.cy/live/digest-57039/,0.29027231312145724
**цены на строительные материалы на кипре продолжаюти расти** повышения стоимости недвижимости в стране не избежать? https://dom.com.cy/live/digest-57789/,0.28970253456146045
**июль стал лучшим месяцем по продажам недвижимости на кипре в 2022 году** в каком городе острова заключили больше всего сделок? (статистика) https://dom.com.cy/live/digest-57518/,0.28961755391531224
**в пафосе завершилось строительство park of colours** когда состоится торжественное открытие самого большого парка на кипре? https://dom.com.cy/live/digest-57440/,0.2880684711481749
"**10 способов сократить расходы на электричество на кипре** простые советы, которые помогут платить меньше. https://dom.com.cy/live/blogs-57152/",0.28796381405142735
"**генеральная система медицинского обслуживания геси на кипре ** рассказываем о том, как она сегодня работает и как начать пользоваться сервисом. https://dom.com.cy/live/blogs-57803/",0.2855807303477992
**habitat: современные апартаменты в элитном высотном комплексе ларнаки** в городе активно продвигается работа над масштабным жилым проектом. https://dom.com.cy/live/digest-57471/,0.2833605443704784
**на кипре вырос объем новых депозитов и кредитов** центробанк обнародовал свежие данные за июнь 2022 года. (статистика) https://dom.com.cy/live/digest-57352/,0.28317344621896245
**студентам пафоса придется тратить больше денег на аренду жилья в новом учебном году** местные учебные заведения объявили о росте арендных цен. https://dom.com.cy/live/digest-57886/,0.2826950955753237
**the signature residences: уникальный небоскреб** **премиум класса в лимассоле** престижный район гермасойя скоро украсит новая высотка. https://dom.com.cy/live/digest-57525/,0.28133245538289325
"**долгосрочные перспективы покупки недвижимости в ларнаке** преимущества и бонусы для тех, кто планирует приобрести недвижимость в уютном прибрежном городке. https://dom.com.cy/live/blogs-57202/",0.2808248330838634
**troy: масштабный жилой комплекс в районе ларнаки** грандиозный проект получил лицензию на строительство. https://dom.com.cy/live/digest-57381/,0.2806109883920646
**жители кипра подали более 1 тысячи заявок на участие в государственной программе home** интерес к схеме превысил ожидания правительства страны. https://dom.com.cy/live/digest-57400/,0.2777652216207804
https://m.facebook.com/groups/www.delfiproperties.com.cy/permalink/1659798747726368/?sfnsn=mo&ref=share,0.2773722384144483
**the cross point: современный бизнес-центр в никосии** в столице кипра вскоре появится новая коммерческая высотка. https://dom.com.cy/live/digest-57243/,0.2766768989877836
**salt lake boutique: новая гостиница на побережье ларнаки** в городе началось строительство шикарного бутик-отеля. https://dom.com.cy/live/digest-57985/,0.2759058887072955
"**9 небоскребов, которые украсят кипр в ближайшие годы** в каком городе появится больше всего высотных зданий? https://dom.com.cy/live/digest-57887/",0.27485272137719907
**в ларнаке завершается модернизация знаменитой площади зухури** когда проект будет сдан в эксплуатацию? https://dom.com.cy/live/digest-57751/,0.2732023366290027
**bank of cyprus признан лучшим банком кипра в 2022 году ** международный финансовый журнал euromoney объявил результаты своего ежегодного исследования. https://dom.com.cy/live/digest-57485/,0.27236616383438106
**кипр потерял одну позицию в рейтинге паспортов мира** консалтинговая компания henley & partners опубликовала обновленный henley passport index. (статистика за 3 квартал 2022 года) https://dom.com.cy/live/digest-57167/,0.26606416082720374
"офopмим сepтифиkaт bakцинации для въeздa в сша, индонезию, азербайджан, гонконг, иран и катар, пишитe",0.2634163382457795
**в никосии строят масштабный спортивный центр ** стоимость проекта оценивается в 7 млн евро. https://dom.com.cy/live/digest-57270/,0.26305148694910396
"**банки кипра выдали 1,7 млрд евро новых кредитов **на что чаще всего брали ссуды жители острова в первой половине 2022 года? (статистика) https://dom.com.cy/live/digest-57636/",0.26281258597483065
"кому требуется помощь с картой прививок и сертификатом вакцинации для въезда в европу, индонезию и сша, пишите в лс",0.2618915370318216
**на кипре продолжает расти количество инвестиционных организаций** центробанк обнародовал свежие данные за июнь 2022 года. (статистика) https://dom.com.cy/live/digest-57871/,0.26172992966443354
**на кипре значительно снизилась реструктуризация кредитов** центробанк обнародовал свежие данные за первую половину 2022 года. (статистика) https://dom.com.cy/live/digest-57599/,0.261575770722465
**строительные материалы на кипре стремительно растут в цене** статистическая служба кипра опубликовала данные за июнь 2022 года. (статистика) https://dom.com.cy/live/digest-57070/,0.2610501704389623
**студентов тепак расселят в семьи из лимассола** в общежитиях технологического университета кипра нет свободных комнат. https://dom.com.cy/live/digest-57973/,0.26100271407181497
**в никосии возведут 14 новых фотоэлектрических парков** департамент охраны окружающей среды одобрил масштабный проект eac - iak renewable ltd. https://dom.com.cy/live/digest-57309/,0.2596047747090511
**brightbuild residences: новый жилой комплекс в лимассоле **в департамент охраны окружающей среды кипра поступила заявка на реализацию крупного проекта. https://dom.com.cy/live/digest-57357/,0.2550715999187762
**в лимассоле построят «зеленый» отель на берегу моря** компания issa bross cyprus hotels ltd подала на рассмотрение обновленный проект aquarius beach hotel. https://dom.com.cy/live/digest-57140/,0.2520420511221738
**на кипре продолжает расти количество проблемных кредитов** центробанк кипра обнародовал данные за апрель 2022 года. (статистика) https://dom.com.cy/live/digest-57796/,0.25158345134385773
**на кипре установлен новый рекорд по выдаче ипотечных кредитов населению** центробанк кипра опубликовал данные за первую половину 2022 года. (статистика) https://dom.com.cy/live/digest-57940/,0.25100597557835197
**guru mountain hill resort: новый горный курорт на кипре** департамент охраны окружающей среды кипра выдал разрешение на строительство масштабного жилого комплекса в пано платрес. https://dom.com.cy/live/digest-56926/,0.2509574208240796
**центробанк кипра подсчитал проблемные кредиты за март 2022 года** на какую сумму увеличился объем неработающих ссуд в банковской системе страны? (статистика) https://dom.com.cy/live/digest-57035/,0.2493623805585806
**the tree hotel: среди сосен и кедров платреса построят необычный ретрит-отель **стоимость масштабного проекта оценивается в 4 млн евро. https://dom.com.cy/live/digest-57552/,0.24796767816793286
**цены на недвижимость кипра стремятся вверх** rics опубликовало свежий отчет об изменениях «индекса цен на недвижимость кипра». (статистика за второй квартал 2022 года) https://dom.com.cy/live/digest-57914/,0.24547708019085204
**limassol park: роскошные апартаменты в лимассоле **в городе активными темпами продвигается строительство элитного жилого комплекса. https://dom.com.cy/live/digest-57811/,0.2410409028790537
"обращаюсь ко всем неравнодушным мой сын, зинченко николай, погиб от осколка снаряда на донбассе защищая рубежи родины. он герой, и я горжусь своим сыном.  но сейчас, в этот момент, еще тысячи солдат находятся на фронте. и я как мать не могу оставаться в стороне.  я знаю как тяжело воевать в таких суровых условиях. наши сыновьям нужна теплая одежда и средства защиты. каждый месяц я закупаю все необходимое и передаю нашим ребятам. я предлагаю всем неравнодушным присоединиться ко мне. только вместе мы можем победить. вы можете перечислить средства на этот счет  4100 1180 5305 0207. каждая ваша копейка будет вкладом в нашу общую победу. эти средства сейчас очень нужны нашим сыновьям",0.23968685462657188
"прочитайте этот пост!  **cy medic – чат медицинских вопросов **__врачи, аптеки, лекарства, клиники и прочее  __**about covid-19 in cyprus [cy covid-19 news ](https://t.me/cycovid19)- информационный канал про covid-19 на кипре  [cy covid-19 ](https://t.me/cycovid)- чат для вопросов-ответов по ковиду на кипре ——— – [ukr.cy **](http://ukr.cy/)основной информационный сайт для украинцев (временная защита, работа, медицина и прочее)  **поиск врачей на кипре **– shso.org.cy/en/ - список врачей государственной службы здравоохранения **οkyπy **– medhelp24.com/ru - агрегатор врачей и клиник частной практики **———  дежурные и ночные аптеки **__по ночам, в среду после обеда, в выходные и праздничные дни работают только дежурные аптеки. рекомендуется предварительно звонить. **каждый день разные аптеки в списке __**[**night-pharmacy.2gis.com ](https://night-pharmacy.2gis.com/)**[на сайте cyta ](https://www.cyta.com.cy/id/m144/en)[на сайте cyprus pharmacy ](https://www.cypruspharmacy.com/)в приложении pharm cyprus [app store](https://apps.apple.com/ru/app/pharmacies-in-cyprus/id1039632848?l=en) |[ google play ](https://play.google.com/store/apps/details?id=com.aspectsense.pharmacyguidecy&hl=en&gl=us)**———  геси (γεσυ, gesy) **[faq по геси на английском языке ](https://www.gesy.org.cy/sites/sites?d=desktop&locale=en_us&lookuphost=/en-us/&lookuppage=hiobeneficiariesregistrationfaq)17000 - телефон поддержки gesy **———  **– [**государственный прайслист на таблетки (название, цена, действующее вещество) ](http://www.moh.gov.cy/moh/phs/phs.nsf/all/f73f7b1217e21845c225867f00418f9f?opendocument)**– **[поиск аналогов лекарств ](https://pillintrip.com/ru/)———  куда обратиться в случае необходимости скорой медицинской помощи? **– в самых экстренных случаях по телефонам 122, или 112, 199 **никосия **– emergency department of [nicosia general hospital](https://goo.gl/maps/wepupsbinxkwbxhm7) (от 10 евро)  22603000 – [makarios child and mother care hospital](https://goo.gl/maps/gc6nfiodmc9aznq5a) (от 10 евро) 22493600 – [evangelistria clinic](https://goo.gl/maps/ppyfgroktxe8nhjq9) (или частная страховка или платно) 22410100 **лимассол **– emergency department of [limassol general hospital](https://goo.gl/maps/3aqxuu2rxfego9kx9) (от 10 евро) 25801100 – [mediterranean hospital](https://goo.gl/maps/4u1juu1fqzbyqo3e8) (gesy или частная страховка или платно) 25200000 – [ygia polyclinic private hospital](https://goo.gl/maps/yzxh1tgmdtrgyunf9) (или частная страховка или платно) 77777790 **ларнака **– emergency department of [larnaca general hospital](https://goo.gl/maps/phynl3cu5wvynunq6) (от 10 евро) 24800500 **пафос **– emergency department of [paphos general hospital](https://goo.gl/maps/bvckp8i7fyuuanjt6) (от 10 евро) 26803100 – [evangelismos private hospital](https://goo.gl/maps/8ywbdyzwt5aejvnm7) (или частная страховка или платно) 26848000 **———  – [список ресурсов cyprus_it](https://t.me/badcyprus/72203).  __источник t.me/cymedic**__",0.23921228238470996
"**kition ocean holdings получил все необходимые разрешения для строительства новой марины в ларнаке** стоимость проекта оценивается в 1,2 млрд евро. https://dom.com.cy/live/digest-57038/",0.23881227463131408
**земельный департамент кипра переедет в новое современное здание** где разместится штаб-квартира ведомства? (фото) https://dom.com.cy/live/digest-57634/,0.23774390510505766
**portofino hotel: новый роскошный отель в пафосе** департамент охраны окружающей среды одобрил строительство крупного гостиничного комплекса. https://dom.com.cy/live/digest-57407/,0.23763082898056295
**koag: социальное жилье на кипре будет строиться за счет нового казино-курорта** государство поддержит проект кипрской организации земельного развития. https://dom.com.cy/live/digest-57225/,0.23637035119828612
"**вароша: город, где время остановилось ** недвижимость города-призрака, покинутого людьми почти полвека назад. (интересный блог) https://dom.com.cy/live/blogs-57612/",0.23309499737392425
https://www.tiktok.com/t/ztruvhgdf/?k=1,0.2320124443552669
https://vm.tiktok.com/zmnbpwvoh/?k=1,0.2320124443552669
**открытие бутик-отеля solaar boutique hotel & spa в ларнаке переносится на март 2023 года** что стало причиной срыва сроков сдачи проекта? https://dom.com.cy/live/digest-57087/,0.22994565383947244
"продажа  продается новая квартира за €310,000   лимассол, закаки второй этаж 202 три спальни (2+1b) две ванные красивая веранда с хорошим видом  личное парковочное место, кладовая энергоэффективность категория a солнечные панели для электроэнергии площадь квартиры 93.6m² крытая веранда 18.8m² цена квартиры €310,000 +vat  квартира находится в хорошем районе 4 минуты от mymall 5 минут от limassol new marina 5 минут от самого большого казино и курорта в европе  для консультации, и по всем вопросам звоните  +357 9595 8898  y.a.f. estia real estate limited (reg: 1155/lic: 568/e)  id 7.5",0.22517707711542237
