msg_id,msg,label,subset
29,"управляющая компания предлагает в аренду роскошную виллу в престижном районе агиос тихонас, недалеко от отеля four seanons и пляжа. дом 5002 на участке 900м2. у дома большой красивый сад, бассейн, барбекю зона. в прошлом году была заменена мебель на новую (люкс сегмент включая fendi), качественная техника, отопление, сауна. на втором этаже 4 спальни + ещё 4 на уровне бейзсмент. владелец запрашивает €8000 в месяц.",1,train
30,"важно: [meds m.](tg://user?id=1118583062), если ты не бот и не спамер, пройди проверку, нажав на кнопку, где есть ",0,train
31,"аренда от года, лимасол, потамос гермасойа. агент 288е абсолютно новый 3 спальный пентхаус расположен в районе потамос гермасойа. до моря 12 мин пешком. рядом находится  вся необходимая инфраструктура. квартира только что сдана в эксплуатацию.   122 м2 крытая площадь +  62 веранды  2 ванных + гостевой туалет  теплые полы  вся техника класса а  новая мебель (пустые комнаты будут меблированы под запрос арендатора)   vrv система кондиционирования   лифт  джакузи и место для барбекю на отдельном этаже   кладовая и крытое парковочное место  строго без животных   ️стоимость снижена - 4 900 евро в месяц,  2 депозита   #аренда",1,train
32,"поможем с сертификатом вакцинации, пцр тест с qr кодом, для въезда в страну, пишите в лс",0,train
33,"#аренда долгосрочная **3-спальный отдельностоящий дом  **лимассол, crown plaza эрия  - прекрасная локация в пешей доступности от пляжа и эвкалиптового парка дасуди, 5 минут на машине до центра города; - тихая жилая зона с частными домами; - 3 спальни, 3 санузла, просторный первый этаж с большой кухней (вся техника новая) и обеденной зоной, гостиной, частный небольшой садик с фруктовыми деревьями, крытый паркинг; - двойные стеклопакеты, ламинат в спальнях, отреновирован внутри и снаружи; - можно с питомцами    цена аренды €3.000  больше фото и видео по запросу в лс",1,train
34,добрый день!  ищу жильё в лимассоле с 6 по 13 августа для двух взрослых людей. рассматриваю районы от дасуди до завода кео. по цене не выше 550.  предложения в лс. спасибо.,0,train
35,"#продажа - 3 спальная новая квартира срочная продажа  локация: кипр, лимасол, (рядом с отелем посейдония) •156 кв.м. общая крытая площадь с верандой. (130 + 26) тип:   спальни - 3 санузла           этаж: 5-ый - теплые полы -электрические ролл-ставни в спальных комнатах -full sea view! •крытая парковка; •кладовая комната -игровая площадка, bbq зона. •титул в наличие; •развитая инфраструктура - бассейн  - год постройки – 2018г.                                                                           больше фото квартиры и видеообзор отправлю по запросу.  стоимость снижена!  - 620 000 евро  по вопросам звоните +357 95570105 (whatsapp)",0,train
36,#аренда  three bedroom apartment for rent in agios tychonas  fully furnished  2 toilet  2 shower  5th floor  seaview  first line to the beach  5500 euro a month registration no. 1111 license no. 368/e,1,train
37," привет [людмила долгер](tg://user?id=432842847)! это бесплатная группа по аренде и продаже недвижимости в республике кипр (длительно / посуточно - сдам / сниму)   размещай свои объявления с фотографиями (1-6 штук)   один объект - не чаще чем раз в 3 дня (не нужно спамить!)   посты только по теме группы, с указанием #сдам #сниму #ищу   указать город / курорт, где находится объект  ️невыполнение этих пунктов = бан   подобные группы у нас есть по разным [**странам мира  ](http://t.me/russian_groups)**купить рекламное место здесь - пишите @reklamaforum360",0,train
38,ищу однокомнатную квартиру или студию в ларнаке на долгий срок. максимальный бюджет 300 евро.,0,train
39,"[anariona](tg://user?id=1067156097), your message was deleted",0,train
40,"всем привет! наша семья, родители и 6 летний ребёнок (без животных),  ищет 2x или 3х комнатную квартиру с кондиционерами в ларнаке, пафосе в долгосрок. не курим и платим вовремя. договор можем подписать максимально быстро. бюджет 600 евро или чуть больше. пожалуйста, пишите в личку или по т. +35795900369",0,train
41,"аренда от года **1-спальные элегантные апартаменты** в современном престижном комплексе  в районе potamos germasogeias, города #лимассол.   квартира полностью меблирована и оборудована (бытовая техника, полы с подогревом)  для длительного комфортного проживания  состоит из 1 спальни, ванной комнаты, современной кухни открытого плана с гостиной и столовой, крытой веранды   в состав комплекса входят: бассейн, тренажерный зал, сауна, крытая парковка и контролируемый вход  комплекс расположен в 150 метрах от песчаных пляжей парка дассуди и всех удобств города   **2 500** евро/месяц, 2 депозита  просмотр возможен уже сейчас, пишите, звоните  whatsapp +35799257582  #аренда агент 288e",1,train
42,"playstation 5 с тремя экстра джойстиками . €1000 ларнака, но возможна доставка в лимассол",0,train
43,"на долгосрочную аренду от владельца. квартира 115 м2 с видом на море, 1 этаж, 5 комнат, 3 санузла, ванная. расположение: лимассол.  ⁃ вид на море, пляж  ⁃ 5 спален  ⁃ 3 санузла, ванная  ⁃ собственный бассейн  ⁃ парковка  ⁃ полностью меблирована  ⁃ просторные лоджии по периметру всей квартиры.  ⁃ кондиционирование воздуха.         оплата 5000 € в месяц + 2 депозита. если у вас есть дополнительные вопросы или информация, свяжитесь со @scarlettamber1.",1,train
44," привет [hlebyshki](tg://user?id=426357528)! это бесплатная группа по аренде и продаже недвижимости в республике кипр (длительно / посуточно - сдам / сниму)   размещай свои объявления с фотографиями (1-6 штук)   один объект - не чаще чем раз в 3 дня (не нужно спамить!)   посты только по теме группы, с указанием #сдам #сниму #ищу   указать город / курорт, где находится объект  ️невыполнение этих пунктов = бан   подобные группы у нас есть по разным [**странам мира  ](http://t.me/russian_groups)**купить рекламное место здесь - пишите @reklamaforum360",0,train
45,wow,0,train
46,"#продажа located in agios tychonas, area surrounded by prestigious hotels, sandy beaches and all amenities  on the 2nd floor of a well-maintained building  apartment is 45 sqm with a balcony of 5 sqm with sea view.  it consists of 1 bedroom apartment, open plan kitchen and separate bedroom. offered fully furnished with appliances  • 1 bedroom • 1 bathroom • solar panel • parking • lift • furnished • appliances price 150 000€  very good opportunity for investment.  registration no. 1111 license no. 368/e",0,train
47," привет [k](tg://user?id=221074224)! это бесплатная группа по аренде и продаже недвижимости в республике кипр (длительно / посуточно - сдам / сниму)   размещай свои объявления с фотографиями (1-6 штук)   один объект - не чаще чем раз в 3 дня (не нужно спамить!)   посты только по теме группы, с указанием #сдам #сниму #ищу   указать город / курорт, где находится объект  ️невыполнение этих пунктов = бан   подобные группы у нас есть по разным [**странам мира  ](http://t.me/russian_groups)**купить рекламное место здесь - пишите @reklamaforum360",0,train
48,аренда город ларнака . квартира 2 спальни район макензи 1200 плюс один депозит . возможен торг . электричество вода интернет оплачиваются дополнительно. надежда 97638508,0,train
49,а planning permit и building permit есть у застройщика?,0,train
50," привет [roman luettgen](tg://user?id=5460495678)! это бесплатная группа по аренде и продаже недвижимости в республике кипр (длительно / посуточно - сдам / сниму)   размещай свои объявления с фотографиями (1-6 штук)   один объект - не чаще чем раз в 3 дня (не нужно спамить!)   посты только по теме группы, с указанием #сдам #сниму #ищу   указать город / курорт, где находится объект  ️невыполнение этих пунктов = бан   подобные группы у нас есть по разным [**странам мира  ](http://t.me/russian_groups)**купить рекламное место здесь - пишите @reklamaforum360",0,train
51,"аренда ларнака  сдаётся 2  комнатная квартира(1спальня,1зал с кухней,1 балкон,1кладовая,1wc ) в ларнаке. с мебелью и техникой.  на длительный срок . очень хорошее место. недалеко от центра,море,от супермаркета и т.д. стоимость аренды €665 в месяц, вместе с коммунальными услугами (свет , лифт, уборка в подъезде и мусор) и €15  в месяц за интернет",0,train
52,"не найдёшь тут на долгосрок , а если короткая - букинг.",0,train
53,"сниму   лимассол  однокомнатную или студию  для дочери студентки ( кипрский паспорт) на длительный срок . район: гермасоя , туристерия , магазин папас , неаполи . бюджет 500- 700 евро . по вопросам   +35799295131",0,train
54,"добрый день! интересует дом или квартира, 3 комнаты. г.пафос , район юниверсал. подскажите, есть какие-то варианты и стоимость? на долгий срок. спасибо! +380679662829 вайбер, вотсап.",0,train
55,"продажа – 2х спальная квартира в закрытом комплексе! продажа - специальное предложение!!! локация: кипр /пафос/ анарита      спальни.  80 кв.м. крытая площадь + 14 м2 веранда 2 этаж   высокие потолки! вид на море из квартиры! лифт! чистый, ухоженный, зеленый комплекс с ландшафтными садами!   парковка  солнечные батареи нагрева воды  бассейн тренажерный зал развитая инфраструктура в 5 минутах езды до пафоса, 3х минутах от моря     титул в наличие; дому 14 лет. в отличном тех.состоянии! идеальный инвестиционный вариант больше фото и видеобзор квартиры отправлю по запросу.  ***стоимость всего – 108.000 евро. без ндс. *** по вопросам звоните/пишите  +357 95570105 (whatsapp).",0,train
56,продажа  искеле  северный кипр ** 76 900 £ студия  **6й этаж  блок в студия  в легендарном комплексе** сапфир**,0,train
57,"лимассол. сниму жилье, с сентября. 1-2 бедрум, хорошее состояние ремонта. можно за хай-веем в пределах 20 минут на авто. желательно свой садик или крутой вид. бюджет 1500.",0,train
58,"важно: [victor rogue](tg://user?id=473206410), если ты не бот и не спамер, пройди проверку, нажав на кнопку, где есть ",0,train
59,аренда ларнака макензи квартира двухкомнатная 800 евро в месяц 96371239 юлия,0,train
60,faire le bon choix est le début du bonheur ne vous occupez pas de toutes ces fausses plateformes autour rejoignez nexfar et tradez l_esprit libre de frais inutiles lorsque l_investisseur est sur le point de se retirer.  https://guest.link/gmi,0,train
61," привет [svetlana](tg://user?id=336125962)! это бесплатная группа по аренде и продаже недвижимости в республике кипр (длительно / посуточно - сдам / сниму)   размещай свои объявления с фотографиями (1-6 штук)   один объект - не чаще чем раз в 3 дня (не нужно спамить!)   посты только по теме группы, с указанием #сдам #сниму #ищу   указать город / курорт, где находится объект  ️невыполнение этих пунктов = бан   подобные группы у нас есть по разным [**странам мира  ](http://t.me/russian_groups)**купить рекламное место здесь - пишите @reklamaforum360",0,train
62,"** ****#продажалимассол**** **   **#продажа**** ****#аренда****  3**-**х спального уютного пентхауса    лимассолгермасойя ** **( туристическая зона в 200 метрах от моря возле отеля the royal apollon**i**a.)  стоимость: 520**.**000** **€   (****срочная продажа )   ****стоимость аренды 2800 €    (срочная аренда)   ****владелиц** **одну из спален на 3-4 месяца на время своего отьезда закрывает со своими вещами одну из спален и за этот промежуток времени , стоимость арендной платы  будет составлять 2.550 €  в месяц до освобождения 3 спальни.** **(два депозита одна аренда строго без животных,торг не уместен) **  **• 3 спальни  • 2 ванные комнаты  • большая кухня-гостиная  • крытая площадь 110 м2  • терраса 100 м2 • полностью меблирована и обставлена всей необходимой техникой  • подземное парковочное место  • кладовая  • пентхаус занимает большую часть 3 этажа  • вид из окон на две стороны ** **• пентхаус является частью престижного комплекса • вся городская инфраструктура рядом: рестораны ,кафе ,магазины ,аптека при этом достаточно в тихом районе  **  **200 метров от моря **  **титул есть в наличие  ** **дом сдан в эксплуатацию в августе 2010 г.**   **комплекс с общим бассейном и ландшафтным садиком.**   **удобная планировка предлагаемого пентхауса подарят ее новому владельцу уют ,комфорт и безопасность.  ** **id: 0101 •tan•  **————————    **businesswhatsapp  **  **+35799026725**  **игорь**     **tel/whatsapp/telegram:   ** **#telegram** **@igorborss**  **+35795701929** **igor**   ———————— **#кипрнедвижимость** **#estatecyprus**  **#продажавиллы** **#продажаапартамента**  **#арендавиллы** **#арендаквартиры**  **#управлениенедвижимостью**  **#кипр** **#лимассол** **#гермасойя**** ** **#дом** **#вилла**** ****#апартамент**** **#**квартира**** ****#пентхаус**** ****#офис** **#таунхаус**** ****#земельныйучасток**** ****#мезонет**** ****#триспальни**",0,train
63,инвестиционный план    базовый план 24 часа   инвестируй 100$ получи 1000$   инвестируй 150$ получи 1700$    про план 48 часов   инвестируй 200$ получи 2000$   инвестируй 300$ получи 3000$   инвестируй 500$ получи 5000$   инвестируй 600$ получи 6000$   инвестируй 700$ получи 7000$   инвестируй 800$ получи 8000$   инвестируйте 900$ получите 9000$,0,train
64," привет [di](tg://user?id=500602721)! это бесплатная группа по аренде и продаже недвижимости в республике кипр (длительно / посуточно - сдам / сниму)   размещай свои объявления с фотографиями (1-6 штук)   один объект - не чаще чем раз в 3 дня (не нужно спамить!)   посты только по теме группы, с указанием #сдам #сниму #ищу   указать город / курорт, где находится объект  ️невыполнение этих пунктов = бан   подобные группы у нас есть по разным [**странам мира  ](http://t.me/russian_groups)**купить рекламное место здесь - пишите @reklamaforum360",0,train
65,"важно: [gala  razh](tg://user?id=5300867229), если ты не бот и не спамер, пройди проверку, нажав на кнопку, где есть ",0,train
66,"важно: [natalia](tg://user?id=519095184), если ты не бот и не спамер, пройди проверку, нажав на кнопку, где есть ",0,train
67," привет [светлана вульф](tg://user?id=1655044412)! это бесплатная группа по аренде и продаже недвижимости в республике кипр (длительно / посуточно - сдам / сниму)   размещай свои объявления с фотографиями (1-6 штук)   один объект - не чаще чем раз в 3 дня (не нужно спамить!)   посты только по теме группы, с указанием #сдам #сниму #ищу   указать город / курорт, где находится объект  ️невыполнение этих пунктов = бан   подобные группы у нас есть по разным [**странам мира  ](http://t.me/russian_groups)**купить рекламное место здесь - пишите @reklamaforum360",0,train
68,"важно: [гелия эрешова](tg://user?id=157641782), если ты не бот и не спамер, пройди проверку, нажав на кнопку, где есть ",0,train
69,"hello! i am looking for a 1-2 bedroom apartment for long-term rent, limassol. budget up to 1500-1700 euros.  requirements: • modern design • fully furnished • a/cs  i live alone, don_t smoke. no pets. i work for a cyprus it company, they can give recommendations. i will apply for a pink slip soon.  it would be great to start viewing from 08/21/12  dmitry, +79313144643 any messengers  thank you  =====================================  привет! ищу 1-2 комнатную квартиру на долгосрочную аренду, лимассол. бюджет до 1500-1700 евро.  требования: •  современный ремонт •  мебель •  в каждой комнате кондиционер  жить буду один. животных нет. не курю. работаю в кипрской it компании, могут дать рекомендации. скоро буду оформлять пинк слип.  могу начать просмотр квартир с 21.08.22  дмитрий, +79313144643, любые мессенджеры   заранее спасибо",0,train
70,"важно: [m](tg://user?id=1564716456), если ты не бот и не спамер, пройди проверку, нажав на кнопку, где есть ",0,train
71,"долгосрочная аренда. пафос.  сдается 1 спальная квартира в районе хлорака. квартира после ремонта, техника новая, меблирована. имеется крытая парковка. в комплексе бассейн. вид на море и пешая доступность к нему. рядом супермаркет.  850€ месяц + коммуналка.",0,train
72,"важно: [μιχαήλ γεννάντιεβιτς](tg://user?id=351755715), если ты не бот и не спамер, пройди проверку, нажав на кнопку, где есть ",0,train
73,"ищу людей снимать жилье вместе   на небольшой срок до 1-2 мес  лимассол, пафос, ларнака, айя напа  бюджет до 1000к/мес с человека",0,train
74,сдается в аренду двуспальная квартира в ларнаке в районе макензи. цена 700 евро в месяц плюс вода и электричество. 99337575,0,train
75,ахахаха),0,train
76,"#rent  #agent  сдается односпальная квартира в туристическом районе лимассола. рядом  супермаркет, кафе, рестораны, море.   спальня 1 ванная 1  отличное месторасположение стиральная машина, посудомойка.   цена 1000 евро в месяц   1 аренда + 2 депозита месяца аренды   cyppro realty registration number 843, license number 125/e  обращайтесь к нам : ⠀   +357 99892224 (telegram & whatsapp)",1,train
77,"[polina](tg://user?id=998386083), your message was deleted",0,train
78,"читаем это внимательно: https://t.me/faq360/7  только из-за этой мелочи, в бан ежедневно уходит несколько десятков бедолаг.",0,train
79,"подскажите пожалуйста, как можно найти хоть какую-то информацию о строящемся объекте?   по обоим номерам с таблички не удалось ничего выяснить. поиск на базараки и других сайтах по недвижимости тоже ничего не дал",0,train
80,"аренда  no: 367/e ️ларнака️между пила и декелия ️  в пешей доступности от моря. тихий район.  вилла  3 спальни,  3 санузла  просторная веранда с летней мебелью  открытого плана  кухня (духовка, вытяжка и кухонная плита, посудомоечная машинка стиральная машина и сушилка) бассейн отопление  крытая жилая площадь составляет около 300 кв.м. дом полностью обставлен современной мебелью.  цена:2.200 евро. один депозит 2 предоплаты.  подробнее по телефону  +35797726055",0,train
81,"продаётся дом 3сп+кабинет (125м2 на участке 500м2) в пиргосе (лимассол),титул в наличии-280000€(собственник 97614393)",0,train
82,"аренда лимассол неаполис каника собственник центральная просторная квартира с 3 спальнями и видом на море, 2100 € в месяц, включая общие расходы. это центральная квартира с 3 спальнями и видом на море, в непосредственной близости от остановок общественного транспорта, банков, ресторанов и магазинов 3 спальни + просторная гостиная + балкон + 2 ванные комнаты (одна с биде) + кухня с выходом на балкон полностью меблирована, 1-й месяц + 2 месяца депозита. whatsapp +35795737836",1,train
83," привет [svetlana | designer](tg://user?id=181859071)! это бесплатная группа по аренде и продаже недвижимости в республике кипр (длительно / посуточно - сдам / сниму)   размещай свои объявления с фотографиями (1-6 штук)   один объект - не чаще чем раз в 3 дня (не нужно спамить!)   посты только по теме группы, с указанием #сдам #сниму #ищу   указать город / курорт, где находится объект  ️невыполнение этих пунктов = бан   подобные группы у нас есть по разным [**странам мира  ](http://t.me/russian_groups)**купить рекламное место здесь - пишите @reklamaforum360",0,train
84,loking for 2 bedroom apartments for long-term rent for 2 adults.  location: larnaca  wishes:  - light color renovation - fully or semi-furnished  - not ground floor   budget 1500 euro  i will be glad to suggestions,1,train
85,"[edgar tojino](tg://user?id=5029957203), вас забанили",0,train
86,"[selma cavalli](tg://user?id=5307918203), you were banned (spam).",0,train
87,"**sales**•••reg.1053 lic.489/e **ground floor apartment  •••kato paphos(kings avenuе). paphos** •area: 106 sqm  + garden   •bedrooms:  2 •bathrooms: 1 **€ 165,000** we have a lot to offer  ===================== **продажа**•reg.1053 lic.489/e **апартаменты. первый этаж  •••като пафос ( молл авеню). пафос. ** •общая площадь: 106м2 + частный сад •спальни: 2 •ванные комнаты: 1 **€ 165 000 +35726935826 viktoriya директ telegram 24/7** у нас есть что вам предложить",0,train
88,"**продажа | 2-сп квартира | 206 м2 | germasogeia, limassol | €650.000 ** современный пентхаус в новом комплексе • новостройка • закрытый комплекс • этаж: 5 • этажность: 5 • расстояние до моря — 700 м • вид на море и на горы • бытовая техника • кондиционирование воздуха • теплые полы • лифт • детская площадка • кладовая комната • парковка • бассейн • титул • класс энергоэффективности: b • объект №49215 обращайтесь к нам для получения дополнительной информации (ru / eng / gr) https://dom.com.cy/catalog/sale/49215/",0,train
