msg_id,msg,label,subset
22,аренда  сдаётся мезонет в мазотосе  закрытый комплекс с бассейном    спальни    туалета  есть мебель и необходимая бытовая техника  парковочное место  магазины и рестораны в пешей доступности  от аэропорта ларнаки   минут  цена   евро  короткая аренда    тел  ,0,train
23,привет  alexey tg user id    это бесплатная группа по аренде и продаже недвижимости в республике кипр  длительно   посуточно   сдам   сниму  размещай свои объявления с фотографиями      штук  один объект   не чаще чем раз в   дня  не нужно спамить  посты только по теме группы  с указанием  сдам  сниму  ищу указать город   курорт  где находится объект ️невыполнение этих пунктов   бан подобные группы у нас есть по разным  странам мира  http t me russian groups купить рекламное место здесь   пишите  reklamaforum360,0,train
24,привет  tatyana zheleznaya tg user id    это бесплатная группа по аренде и продаже недвижимости в республике кипр  длительно   посуточно   сдам   сниму  размещай свои объявления с фотографиями      штук  один объект   не чаще чем раз в   дня  не нужно спамить  посты только по теме группы  с указанием  сдам  сниму  ищу указать город   курорт  где находится объект ️невыполнение этих пунктов   бан подобные группы у нас есть по разным  странам мира  http t me russian groups купить рекламное место здесь   пишите  reklamaforum360,0,train
25, zosimidis taxi tg user id    your message was deleted,0,train
26,аренда ️ларнака ️ tersefanou ️ пентхаус в комплексе  комплекс с общим бассейном   спальни балкон парковка крытая кладовая ванная комната крытая площадь 100м и 100м веранда  цена    евро в месяц подробнее по телефону   ,0,train
27,продается классная 3х спальная квартира люксовый проект  кипр  лимасол  агиас тихонас параклиша tourist area х спальная квартира в современном люксовом комплексе  в туристической зоне в минутах ходьбы от пляжа  этаж – 4ый  общая крытая площадь   кв м  •крытая парковка  •кладовая  • отдельная кухня    высокое качество строительства  класса люкс    пешая доступность к морю  400м    бассейн   сауна   тренажерный зал   игровые спортивные площадки  •титулы в наличие  •развитая инфраструктура стоимость     евро   ндс   подходит под программу пмж больше фото и видео обзор вышлю по запросу  по вопросам звоните пишите      whatsapp ,0,train
28, nano moran tg user id    you were banned  spam ,0,train
29,управляющая компания предлагает в аренду роскошную виллу в престижном районе агиос тихонас  недалеко от отеля four seanons и пляжа  дом   на участке 900м2  у дома большой красивый сад  бассейн  барбекю зона  в прошлом году была заменена мебель на новую  люкс сегмент включая fendi  качественная техника  отопление  сауна  на втором этаже   спальни   ещё   на уровне бейзсмент  владелец запрашивает €  в месяц ,1,train
30,важно   meds m tg user id    если ты не бот и не спамер  пройди проверку  нажав на кнопку  где есть,0,train
31,аренда от года  лимасол  потамос гермасойа  агент 288е абсолютно новый   спальный пентхаус расположен в районе потамос гермасойа  до моря   мин пешком  рядом находится вся необходимая инфраструктура  квартира только что сдана в эксплуатацию    м2 крытая площадь     веранды   ванных   гостевой туалет теплые полы вся техника класса а новая мебель  пустые комнаты будут меблированы под запрос арендатора  vrv система кондиционирования лифт джакузи и место для барбекю на отдельном этаже кладовая и крытое парковочное место строго без животных ️стоимость снижена       евро в месяц    депозита  аренда,1,train
32,поможем с сертификатом вакцинации  пцр тест с qr кодом  для въезда в страну  пишите в лс,0,train
33, аренда долгосрочная    спальный отдельностоящий дом  лимассол  crown plaza эрия   прекрасная локация в пешей доступности от пляжа и эвкалиптового парка дасуди    минут на машине до центра города    тихая жилая зона с частными домами      спальни    санузла  просторный первый этаж с большой кухней  вся техника новая  и обеденной зоной  гостиной  частный небольшой садик с фруктовыми деревьями  крытый паркинг    двойные стеклопакеты  ламинат в спальнях  отреновирован внутри и снаружи    можно с питомцами цена аренды €    больше фото и видео по запросу в лс,1,train
34,добрый день  ищу жильё в лимассоле с   по   августа для двух взрослых людей  рассматриваю районы от дасуди до завода кео  по цене не выше    предложения в лс  спасибо ,0,train
35, продажа     спальная новая квартира срочная продажа локация  кипр  лимасол   рядом с отелем посейдония  •  кв м  общая крытая площадь с верандой          тип  спальни     санузла этаж    ый   теплые полы  электрические ролл ставни в спальных комнатах  full sea view  •крытая парковка  •кладовая комната  игровая площадка  bbq зона  •титул в наличие  •развитая инфраструктура   бассейн   год постройки – 2018г  больше фото квартиры и видеообзор отправлю по запросу  стоимость снижена        евро по вопросам звоните       whatsapp ,0,train
36, аренда three bedroom apartment for rent in agios tychonas fully furnished   toilet   shower 5th floor seaview first line to the beach   euro a month registration no    license no    e,1,train
37,привет  людмила долгер tg user id    это бесплатная группа по аренде и продаже недвижимости в республике кипр  длительно   посуточно   сдам   сниму  размещай свои объявления с фотографиями      штук  один объект   не чаще чем раз в   дня  не нужно спамить  посты только по теме группы  с указанием  сдам  сниму  ищу указать город   курорт  где находится объект ️невыполнение этих пунктов   бан подобные группы у нас есть по разным  странам мира  http t me russian groups купить рекламное место здесь   пишите  reklamaforum360,0,train
38,ищу однокомнатную квартиру или студию в ларнаке на долгий срок  максимальный бюджет   евро ,0,train
39, anariona tg user id    your message was deleted,0,train
40,всем привет  наша семья  родители и   летний ребёнок  без животных  ищет 2x или 3х комнатную квартиру с кондиционерами в ларнаке  пафосе в долгосрок  не курим и платим вовремя  договор можем подписать максимально быстро  бюджет   евро или чуть больше  пожалуйста  пишите в личку или по т    ,0,train
41,аренда от года    спальные элегантные апартаменты  в современном престижном комплексе в районе potamos germasogeias  города  лимассол  квартира полностью меблирована и оборудована  бытовая техника  полы с подогревом  для длительного комфортного проживания состоит из   спальни  ванной комнаты  современной кухни открытого плана с гостиной и столовой  крытой веранды в состав комплекса входят  бассейн  тренажерный зал  сауна  крытая парковка и контролируемый вход комплекс расположен в   метрах от песчаных пляжей парка дассуди и всех удобств города       евро месяц    депозита просмотр возможен уже сейчас  пишите  звоните whatsapp     аренда агент 288e,1,train
42,playstation   с тремя экстра джойстиками   €  ларнака  но возможна доставка в лимассол,0,train
43,на долгосрочную аренду от владельца  квартира   м2 с видом на море    этаж    комнат    санузла  ванная  расположение  лимассол  ⁃ вид на море  пляж ⁃   спален ⁃   санузла  ванная ⁃ собственный бассейн ⁃ парковка ⁃ полностью меблирована ⁃ просторные лоджии по периметру всей квартиры  ⁃ кондиционирование воздуха  оплата   € в месяц     депозита  если у вас есть дополнительные вопросы или информация  свяжитесь со  scarlettamber1 ,1,train
44,привет  hlebyshki tg user id    это бесплатная группа по аренде и продаже недвижимости в республике кипр  длительно   посуточно   сдам   сниму  размещай свои объявления с фотографиями      штук  один объект   не чаще чем раз в   дня  не нужно спамить  посты только по теме группы  с указанием  сдам  сниму  ищу указать город   курорт  где находится объект ️невыполнение этих пунктов   бан подобные группы у нас есть по разным  странам мира  http t me russian groups купить рекламное место здесь   пишите  reklamaforum360,0,train
45,wow,0,train
46, продажа located in agios tychonas  area surrounded by prestigious hotels  sandy beaches and all amenities on the 2nd floor of a well maintained building apartment is   sqm with a balcony of   sqm with sea view  it consists of   bedroom apartment  open plan kitchen and separate bedroom  offered fully furnished with appliances •   bedroom •   bathroom • solar panel • parking • lift • furnished • appliances price    € very good opportunity for investment  registration no    license no    e,0,train
47,привет  k tg user id    это бесплатная группа по аренде и продаже недвижимости в республике кипр  длительно   посуточно   сдам   сниму  размещай свои объявления с фотографиями      штук  один объект   не чаще чем раз в   дня  не нужно спамить  посты только по теме группы  с указанием  сдам  сниму  ищу указать город   курорт  где находится объект ️невыполнение этих пунктов   бан подобные группы у нас есть по разным  странам мира  http t me russian groups купить рекламное место здесь   пишите  reklamaforum360,0,train
48,аренда город ларнака   квартира   спальни район макензи   плюс один депозит   возможен торг   электричество вода интернет оплачиваются дополнительно  надежда  ,0,train
49,а planning permit и building permit есть у застройщика ,0,train
50,привет  roman luettgen tg user id    это бесплатная группа по аренде и продаже недвижимости в республике кипр  длительно   посуточно   сдам   сниму  размещай свои объявления с фотографиями      штук  один объект   не чаще чем раз в   дня  не нужно спамить  посты только по теме группы  с указанием  сдам  сниму  ищу указать город   курорт  где находится объект ️невыполнение этих пунктов   бан подобные группы у нас есть по разным  странам мира  http t me russian groups купить рекламное место здесь   пишите  reklamaforum360,0,train
51,аренда ларнака сдаётся   комнатная квартира 1спальня 1зал с кухней   балкон 1кладовая 1wc   в ларнаке  с мебелью и техникой  на длительный срок   очень хорошее место  недалеко от центра море от супермаркета и т д  стоимость аренды €  в месяц  вместе с коммунальными услугами  свет   лифт  уборка в подъезде и мусор  и €  в месяц за интернет,0,train
52,не найдёшь тут на долгосрок   а если короткая   букинг ,0,train
53,сниму лимассол однокомнатную или студию для дочери студентки   кипрский паспорт  на длительный срок   район  гермасоя   туристерия   магазин папас   неаполи   бюджет      евро   по вопросам   ,0,train
54,добрый день  интересует дом или квартира    комнаты  г пафос   район юниверсал  подскажите  есть какие то варианты и стоимость  на долгий срок  спасибо     вайбер  вотсап ,0,train
55,продажа – 2х спальная квартира в закрытом комплексе  продажа   специальное предложение  локация  кипр  пафос  анарита спальни    кв м  крытая площадь     м2 веранда   этаж высокие потолки  вид на море из квартиры  лифт  чистый  ухоженный  зеленый комплекс с ландшафтными садами  парковка солнечные батареи нагрева воды бассейн тренажерный зал развитая инфраструктура в   минутах езды до пафоса  3х минутах от моря титул в наличие  дому   лет  в отличном тех состоянии  идеальный инвестиционный вариант больше фото и видеобзор квартиры отправлю по запросу   стоимость всего –     евро  без ндс    по вопросам звоните пишите       whatsapp ,0,train
56,продажа искеле северный кипр       £ студия  6й этаж блок в студия в легендарном комплексе  сапфир ,0,train
57,лимассол  сниму жилье  с сентября      бедрум  хорошее состояние ремонта  можно за хай веем в пределах   минут на авто  желательно свой садик или крутой вид  бюджет   ,0,train
58,важно   victor rogue tg user id    если ты не бот и не спамер  пройди проверку  нажав на кнопку  где есть,0,train
59,аренда ларнака макензи квартира двухкомнатная   евро в месяц   юлия,0,train
60,faire le bon choix est le début du bonheur ne vous occupez pas de toutes ces fausses plateformes autour rejoignez nexfar et tradez l esprit libre de frais inutiles lorsque l investisseur est sur le point de se retirer  https guest link gmi,0,train
61,привет  svetlana tg user id    это бесплатная группа по аренде и продаже недвижимости в республике кипр  длительно   посуточно   сдам   сниму  размещай свои объявления с фотографиями      штук  один объект   не чаще чем раз в   дня  не нужно спамить  посты только по теме группы  с указанием  сдам  сниму  ищу указать город   курорт  где находится объект ️невыполнение этих пунктов   бан подобные группы у нас есть по разным  странам мира  http t me russian groups купить рекламное место здесь   пишите  reklamaforum360,0,train
62,   продажалимассол     продажа   аренда    х спального уютного пентхауса лимассолгермасойя     туристическая зона в   метрах от моря возле отеля the royal apollon i a  стоимость        €  срочная продажа    стоимость аренды   €  срочная аренда   владелиц   одну из спален на     месяца на время своего отьезда закрывает со своими вещами одну из спален и за этот промежуток времени   стоимость арендной платы будет составлять     € в месяц до освобождения   спальни   два депозита одна аренда строго без животных торг не уместен     •   спальни •   ванные комнаты • большая кухня гостиная • крытая площадь   м2 • терраса   м2 • полностью меблирована и обставлена всей необходимой техникой • подземное парковочное место • кладовая • пентхаус занимает большую часть   этажа • вид из окон на две стороны    • пентхаус является частью престижного комплекса • вся городская инфраструктура рядом  рестораны  кафе  магазины  аптека при этом достаточно в тихом районе      метров от моря    титул есть в наличие    дом сдан в эксплуатацию в августе   г   комплекс с общим бассейном и ландшафтным садиком   удобная планировка предлагаемого пентхауса подарят ее новому владельцу уют  комфорт и безопасность     id    •tan•  ————————  businesswhatsapp        игорь   tel whatsapp telegram     telegram   igorborss       igor  ————————  кипрнедвижимость   estatecyprus   продажавиллы   продажаапартамента   арендавиллы   арендаквартиры   управлениенедвижимостью   кипр   лимассол   гермасойя     дом   вилла   апартамент   квартира   пентхаус   офис   таунхаус   земельныйучасток   мезонет   триспальни ,0,train
63,инвестиционный план базовый план   часа инвестируй    получи    инвестируй    получи    про план   часов инвестируй    получи    инвестируй    получи    инвестируй    получи    инвестируй    получи    инвестируй    получи    инвестируй    получи    инвестируйте    получите   ,0,train
64,привет  di tg user id    это бесплатная группа по аренде и продаже недвижимости в республике кипр  длительно   посуточно   сдам   сниму  размещай свои объявления с фотографиями      штук  один объект   не чаще чем раз в   дня  не нужно спамить  посты только по теме группы  с указанием  сдам  сниму  ищу указать город   курорт  где находится объект ️невыполнение этих пунктов   бан подобные группы у нас есть по разным  странам мира  http t me russian groups купить рекламное место здесь   пишите  reklamaforum360,0,train
65,важно   gala razh tg user id    если ты не бот и не спамер  пройди проверку  нажав на кнопку  где есть,0,train
66,важно   natalia tg user id    если ты не бот и не спамер  пройди проверку  нажав на кнопку  где есть,0,train
67,привет  светлана вульф tg user id    это бесплатная группа по аренде и продаже недвижимости в республике кипр  длительно   посуточно   сдам   сниму  размещай свои объявления с фотографиями      штук  один объект   не чаще чем раз в   дня  не нужно спамить  посты только по теме группы  с указанием  сдам  сниму  ищу указать город   курорт  где находится объект ️невыполнение этих пунктов   бан подобные группы у нас есть по разным  странам мира  http t me russian groups купить рекламное место здесь   пишите  reklamaforum360,0,train
68,важно   гелия эрешова tg user id    если ты не бот и не спамер  пройди проверку  нажав на кнопку  где есть,0,train
69,hello  i am looking for a     bedroom apartment for long term rent  limassol  budget up to     euros  requirements  • modern design • fully furnished • a cs i live alone  don t smoke  no pets  i work for a cyprus it company  they can give recommendations  i will apply for a pink slip soon  it would be great to start viewing from       dmitry     any messengers thank you   привет  ищу     комнатную квартиру на долгосрочную аренду  лимассол  бюджет до     евро  требования  • современный ремонт • мебель • в каждой комнате кондиционер жить буду один  животных нет  не курю  работаю в кипрской it компании  могут дать рекомендации  скоро буду оформлять пинк слип  могу начать просмотр квартир с       дмитрий      любые мессенджеры заранее спасибо,0,train
70,важно   m tg user id    если ты не бот и не спамер  пройди проверку  нажав на кнопку  где есть,0,train
71,долгосрочная аренда  пафос  сдается   спальная квартира в районе хлорака  квартира после ремонта  техника новая  меблирована  имеется крытая парковка  в комплексе бассейн  вид на море и пешая доступность к нему  рядом супермаркет   € месяц   коммуналка ,0,train
72,важно   μιχαήλ γεννάντιεβιτς tg user id    если ты не бот и не спамер  пройди проверку  нажав на кнопку  где есть,0,train
73,ищу людей снимать жилье вместе на небольшой срок до     мес лимассол  пафос  ларнака  айя напа бюджет до 1000к мес с человека,0,train
74,сдается в аренду двуспальная квартира в ларнаке в районе макензи  цена   евро в месяц плюс вода и электричество   ,0,train
75,ахахаха ,0,train
76, rent  agent сдается односпальная квартира в туристическом районе лимассола  рядом супермаркет  кафе  рестораны  море  спальня   ванная   отличное месторасположение стиральная машина  посудомойка  цена   евро в месяц   аренда     депозита месяца аренды cyppro realty registration number    license number   e обращайтесь к нам   ⠀       telegram   whatsapp ,1,train
77, polina tg user id    your message was deleted,0,train
78,читаем это внимательно  https t me faq360   только из за этой мелочи  в бан ежедневно уходит несколько десятков бедолаг ,0,train
79,подскажите пожалуйста  как можно найти хоть какую то информацию о строящемся объекте  по обоим номерам с таблички не удалось ничего выяснить  поиск на базараки и других сайтах по недвижимости тоже ничего не дал,0,train
80,аренда no    e ️ларнака️между пила и декелия ️ в пешей доступности от моря  тихий район  вилла   спальни    санузла просторная веранда с летней мебелью открытого плана кухня  духовка  вытяжка и кухонная плита  посудомоечная машинка стиральная машина и сушилка  бассейн отопление крытая жилая площадь составляет около   кв м  дом полностью обставлен современной мебелью  цена     евро  один депозит   предоплаты  подробнее по телефону   ,0,train
81,продаётся дом 3сп кабинет  125м2 на участке 500м2  в пиргосе  лимассол титул в наличии  € собственник   ,0,train
82,аренда лимассол неаполис каника собственник центральная просторная квартира с   спальнями и видом на море    € в месяц  включая общие расходы  это центральная квартира с   спальнями и видом на море  в непосредственной близости от остановок общественного транспорта  банков  ресторанов и магазинов   спальни   просторная гостиная   балкон     ванные комнаты  одна с биде    кухня с выходом на балкон полностью меблирована    й месяц     месяца депозита  whatsapp   ,1,train
83,привет  svetlana   designer tg user id    это бесплатная группа по аренде и продаже недвижимости в республике кипр  длительно   посуточно   сдам   сниму  размещай свои объявления с фотографиями      штук  один объект   не чаще чем раз в   дня  не нужно спамить  посты только по теме группы  с указанием  сдам  сниму  ищу указать город   курорт  где находится объект ️невыполнение этих пунктов   бан подобные группы у нас есть по разным  странам мира  http t me russian groups купить рекламное место здесь   пишите  reklamaforum360,0,train
84,loking for   bedroom apartments for long term rent for   adults  location  larnaca wishes    light color renovation   fully or semi furnished   not ground floor budget   euro i will be glad to suggestions,1,train
85, edgar tojino tg user id    вас забанили,0,train
86, selma cavalli tg user id    you were banned  spam ,0,train
87, sales •••reg   lic   e  ground floor apartment •••kato paphos kings avenuе  paphos  •area    sqm   garden •bedrooms    •bathrooms     €      we have a lot to offer    продажа •reg   lic   e  апартаменты  первый этаж •••като пафос   молл авеню  пафос    •общая площадь  106м2   частный сад •спальни    •ванные комнаты     €        viktoriya директ telegram      у нас есть что вам предложить,0,train
88, продажа     сп квартира     м2   germasogeia  limassol   €      современный пентхаус в новом комплексе • новостройка • закрытый комплекс • этаж    • этажность    • расстояние до моря —   м • вид на море и на горы • бытовая техника • кондиционирование воздуха • теплые полы • лифт • детская площадка • кладовая комната • парковка • бассейн • титул • класс энергоэффективности  b • объект №  обращайтесь к нам для получения дополнительной информации  ru   eng   gr  https dom com cy catalog sale   ,0,train
89, viktoria iatsiuta tg user id    your message was deleted,0,train
90,важно   анастасия tg user id    если ты не бот и не спамер  пройди проверку  нажав на кнопку  где есть,0,train
91,доброго дня всем  ищу комнату в лимассоле  если кому нужна тихая и спокойная соседка пишите в лс ,0,train
92,кому требуется помoщь с вaкцинoй и сepтификатом  для въезда в европу  канаду и сшa  пишите в лc,0,train
93,за двушку не меньше    можно найти дешевле  но там невозможно жить будет ,0,train
94,важно   anastasia tomskaia tg user id    если ты не бот и не спамер  пройди проверку  нажав на кнопку  где есть,0,train
95,   арендалимассол       аренда    х офисов на   и   этаже  в отличном бизнес центре каждый офис по   м2 офисы совершенно новые после капитальной ремонта и инновации здания лимассолкатолики    стоимость      €   за один   € м2 одна аренда два депозита •  офис   в аренду   муниципалитет католики лимассола  офис на весь этаж в центре города  недавно отремонтированный  на каждом этаже есть кухня и   туалета   этажа каждый по   кв м офисы включительно имеют  •  парковка на   места  •  лифт  •  кухня  •  туалет  •  балкон  •  кладовая год реконструкции     id    •ivapan•  ————————  businesswhatsapp        игорь   tel whatsapp telegram     telegram   igorborss       igor  ————————  кипрнедвижимость   estatecyprus   продажавиллы   продажаапартамента   арендавиллы   арендаквартиры   управлениенедвижимостью   кипр   лимассол   католики     дом   вилла   апартамент   квартира   пентхаус   офис   таунхаус   земельныйучасток ,0,train
